ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,induction_min,Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min),Time standing,Recovery duration (min:sec),NA,Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,death_date,mortality,Collar end date,CaptureNAdeath duration,fate,collar_slip,notes_on_collar_recovery,notes_on_capture,Collar data
PC057,Darting,Cracklin,WA,Gascoyne,-25.03102,117.45159,26/04/2018 0:00,21.8,f,Unknown,40,Y,NA,NA,Zoletil/Xylazine,80,2,80,NA,NA,6,0.15,Rump,2,NA,NA,NA,28,NA,44,NA,NA,52,NA,NA,,,5,,59,,,,,,,,Unknown after 198 days,10/11/2018,,,NA,,,Yes
PC058,Darting,Curly,WA,Gascoyne,-25.06671389,117.5881944,27/04/2018 0:00,12.3,f,No,45,NA,NA,NA,Zoletil/Xylazine,90,2,90,NA,NA,3.5,0.08,Rump,3,NA,37.5,N,40,NA,44,NA,NA,77,NA,NA,,,14,,94,,,,,,,,Unknown after 168 days,12/10/2018,,,NA,,,Yes
PC063,Darting,Jason,WA,Northampton,-28.21737222,114.4891361,10/12/2019 0:00,NA,m,NA,36,NA,NA,NA,Zoletil/Xylazine,90,2.5,90,NA,NA,6.75,0.19,Rump,5,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,,,NA,,45,,,,,,,,Unknown after 29 days,8/01/2020,,,NA,,,Yes
PC064,Darting,Jeremy,WA,Northampton,-28.23151944,114.5022639,10/12/2019 0:00,NA,m,NA,37,NA,NA,NA,Zoletil/Xylazine,90,2.43,90,NA,NA,6.25,0.17,Rump,5,NA,38.4,N,40,NA,88,NA,NA,41,NA,NA,,,NA,,45,,,,,,,,Unknown after 29 days,8/01/2020,,,NA,,,Yes
PC065,Darting,Jansen,WA,Northampton,-28.23151944,114.5022639,11/12/2019 0:00,NA,f,Yes,48,NA,NA,NA,Zoletil/Xylazine,110,2.29,110,NA,NA,8.25,0.17,Rump,4,"Good NA Calm, quick recumbency",37.9,N,20,NA,64,NA,NA,46,NA,NA,,long time recumbent during recovery,32,,82,,,,,,,31/01/2020,31/01/2020,31/01/2020,51,dead_shotother,NA,,,No
PC066,Darting,Jack,WA,Northampton,-28.23151944,114.5022639,11/12/2019 0:00,NA,m,NA,46,NA,NA,NA,Zoletil/Xylazine,170,3.7,170,NA,NA,8.25,0.18,Rump,7,NA,40.3,NA,24,NA,84,NA,NA,43,NA,NA,,,16,,66,,,,,,,,#VALUE!,Unknown,,,NA,,,No
PC067,Darting,Mildred,WA,Northampton,-28.05599722,114.5838056,12/12/2019 0:00,26.1,f,No,48,NA,NA,NA,Zoletil/Xylazine,100,2.08,100,NA,NA,7.5,0.16,Rump,4,NA,41.7,NA,NA,NA,NA,NA,NA,30,NA,NA,,,1,,35,,,,,,,,Unknown after 15 days,27/12/2019,,,NA,,,No
PC068,Darting,George,WA,Northampton,-28.05599722,114.5838056,12/12/2019 0:00,25.4,m,NA,62,NA,NA,NA,Zoletil/Xylazine,240,3.87,240,NA,NA,9,0.15,Rump,3,"Darted and sedated, recumbent. But wole up at 245ish, reNAdarted for another attempt. ",40.8,NA,24,NA,68,NA,NA,35,NA,NA,,,9,,47,,,,,,,4/01/2020,4/01/2020,4/01/2020,23,dead_unknown,NA,,,Yes
PC069,Darting,Julia,WA,Northampton,-28.11702778,114.4914139,12/12/2019 0:00,29.9,f,Yes,28,NA,NA,NA,Zoletil/Xylazine,150,5.36,150,NA,NA,7.5,0.27,Rump,21,NA,42+,NA,NA,NA,132,NA,NA,28,NA,NA,,,8,,,,,,,,,,Unknown after 27 days,8/01/2020,,,NA,,,No
PC070,Darting,Jonesy Jr,WA,Northampton,-28.05599722,114.5838056,14/12/2019 0:00,25.2,m,NA,52,NA,NA,NA,Zoletil/Xylazine,150,2.88,150,NA,NA,9,0.17,Rump,4,NA,38.7,N,28,NA,52,NA,NA,57,NA,NA,,,8,,69,,,,,,,,#VALUE!,Unknown,,,NA,,,No
PC071,Darting,Chelsea,WA,Northampton,-28.05599722,114.5838056,14/12/2019 0:00,26.1,f,No,54,NA,NA,NA,Zoletil/Xylazine,120,2.22,120,NA,NA,9,0.17,Rump,5,NA,38.2,N,40,NA,72,NA,NA,36,NA,NA,,,21,,62,,,,,,,26/01/2020,26/01/2020,26/01/2020,43,dead_shottrap,NA,,,Yes
PC072,Darting,Butch,WA,Mogumber,-31.121619,116.047554,11/02/2020 0:00,23.9,m,NA,110,NA,NA,NA,Zoletil/Xylazine,260,2.36,260,NA,NA,18,0.16,Rump,8,NA,39.7,NA,24,NA,56,NA,NA,46,NA,NA,,,15,,69,,,,,,,,#VALUE!,Unknown,,,NA,,,No
PC073,Darting,Erroll,WA,Mogumber,-31.121619,116.047554,11/02/2020 0:00,23.9,m,NA,120,NA,NA,NA,Zoletil/Xylazine,360,3,360,NA,NA,18,0.15,Rump,3,"Light NA Stubborn, quick to lay down but fighting sedation, second half dose administered, still crawling for a while",37.4,N,24,NA,60,NA,NA,57,NA,NA,,,4,,64,,,,,,,,Unknown after 133 days,23/06/2020,,,NA,,,No
PC074,Darting,Gabby,WA,Mogumber,-31.2279144,115.6294949,14/02/2020 0:00,19.8,f,No,80,Y,NA,NA,Zoletil/Xylazine,300,3.75,300,NA,NA,12,0.15,Rump,6,"Light NA Used old stock of sedatives, not effective, needed to reNAdart with new mixture.",41.4,NA,28,NA,128,NA,NA,35,NA,NA,,,10,,51,,,,,,,,Unknown after 343 days,22/01/2021,,,NA,,,No
PC075,Darting,Calamity Jane,WA,Mogumber,-31.2279144,115.6294949,14/02/2020 0:00,18.6,f,Yes,70,Y,NA,NA,Zoletil/Xylazine,140,2,140,NA,NA,10.5,0.15,Rump,4,NA,38.5,N,24,NA,56,NA,NA,39,NA,NA,,"Slow recovery, ery long time taken to stand up and move off, just laid down and stayed next to trap.",44,,87,,,,,,,,,Unknown,,,NA,,,No
PC076,Darting,Juliana,WA,Northampton,-28.2146482,114.5095661,24/06/2020 0:00,12.8,f,Yes,47,NA,NA,NA,Zoletil/Xylazine,100,2.13,100,NA,NA,7.5,0.16,Rump,3,NA,38.6,N,32,NA,104,NA,NA,40,NA,NA,,,20,,63,,,19,,,,,Unknown after 69 days,1/09/2020,,,NA,,,Yes
PC077,Darting,Jingle Balls,WA,Northampton,-28.2146482,114.5095661,24/06/2020 0:00,12.8,m,NA,68.5,NA,NA,NA,Zoletil/Xylazine,140,2.04,140,NA,NA,10,0.15,Rump,6,NA,38.3,N,20,NA,96,NA,NA,36,NA,NA,,,13,,55,,,19,,,,,Unknown after 39 days,2/08/2020,,,NA,,,Yes
PC078,Darting,Chester,WA,Northampton,-28.0656867,114.5776442,26/06/2020 0:00,12.5,m,NA,45.9,NA,NA,NA,Zoletil/Xylazine,120,2.61,120,NA,NA,9,0.2,Rump,4,Good NA quick and smooth induction,39.1,N,16,NA,96,NA,NA,41,NA,NA,,,29,,74,,,,,,,,Unknown after 178 days,21/12/2020,,,NA,,,Yes
PC079,Darting,Wingnut,WA,Northampton,-28.4529914,114.9128894,28/06/2020 0:00,14.7,m,NA,50.3,NA,NA,NA,Zoletil/Xylazine,130,2.58,130,NA,NA,NA,NA,Rump,5,NA,38.8,N,28,NA,64,NA,NA,NA,NA,NA,,,NA,,51,,,,,,,,Unknown after 32 days,30/07/2020,,,NA,,,Yes
PC080,Darting,Winnie,WA,Northampton,-28.4529914,114.9128894,28/06/2020 0:00,14.7,f,Yes,39.6,NA,NA,NA,Zoletil/Xylazine,90,2.27,90,NA,NA,6.5,0.16,Rump,3,NA,NA,NA,24,NA,80,NA,NA,37,NA,NA,,,NA,,37,,,,,,,,Unknown after 20 days,18/07/2020,,,NA,,,Yes
PC081,Darting,Kupschy,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,14,m,NA,83.8,NA,NA,NA,Zoletil/Xylazine,180,2.15,180,NA,NA,11.25,0.13,Rump,4,NA,38.8,N,28,NA,76,NA,NA,39,NA,NA,,,0,,43,,,,,,,,Unknown after 284 days,11/05/2021,,,NA,,,Yes
PC082,Darting,Kubrick,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,13.9,m,NA,67,NA,NA,NA,Zoletil/Xylazine,150,2.24,150,NA,NA,6.25,0.09,Rump,3,NA,40.8,NA,24,NA,108,NA,NA,NA,NA,NA,,,NA,,40,,,,,,,,Unknown after 265 days,22/04/2021,,,NA,,,Yes
PC083,Darting,Kebin,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,13.9,m,NA,75,NA,NA,NA,Zoletil/Xylazine,150,2,150,NA,NA,NA,NA,Rump,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,30,,,,,,,,Unknown after 218 days,6/03/2021,,,NA,,,Yes
PC084,Darting,Kanga,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,14.9,m,NA,68.7,NA,NA,NA,Zoletil/Xylazine,160,2.33,160,NA,NA,12,0.17,Rump,2,NA,39.2,N,32,NA,56,NA,NA,25,NA,NA,,,20,,47,,,,,,,30/04/2023,30/04/2023,1/05/2022,1003,dead_shotother,NA,,,Yes
PC085,Darting,Kramer,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,14.9,m,NA,67.8,NA,NA,NA,Zoletil/Xylazine,160,2.36,160,NA,NA,12,0.18,Rump,2,NA,38.5,N,44,NA,80,NA,NA,24,NA,NA,,Bucking bronoNAing his way out of sedation,37,,63,,,,,,,,Unknown after 94 days,2/11/2020,,,NA,,,Yes
PC086,Darting,Kandy,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,17.1,f,Unknown,57,NA,NA,NA,Zoletil/Xylazine,140,2.46,140,NA,NA,10.5,0.18,Rump,6,NA,40,NA,24,NA,100,NA,NA,37,NA,NA,,,17,,60,,,,,,,,Unknown after 236 days,24/03/2021,,,NA,,"Wet down with water, temp dropped to 39.7 within 5 minutes. ",Yes
PC087,Darting,Karen,WA,Northampton,-28.4971339,115.0646647,31/07/2020 0:00,17.1,f,Unknown,62,NA,NA,NA,Zoletil/Xylazine,140,2.26,140,NA,NA,9,0.15,Rump,11,"Light NA Not full induction, had to be physicallyr estrained for collar fitment. Appears sedated after fitment. ",39.1,N,48,NA,100,NA,NA,10,NA,NA,,,58,,79,,,,,,,,Unknown after 18 days,18/08/2020,,,NA,,,Yes
PC088,Darting,Troy,WA,Northampton,-28.4481917,114.5517486,22/01/2021 0:00,20.5,m,NA,69,NA,NA,NA,Zoletil/Xylazine,280,4.06,280,NA,NA,17,0.25,Rump,7,Medium NA fought hard against sedation. ,39,N,16,NA,112,NA,NA,57,NA,NA,,Deceased during recovery,12,,76,,,,,,,22/01/2021,22/01/2021,22/01/2021,0,dead_handling,NA,,,No
PC089,Darting,Trev,WA,Northampton,-28.4481917,114.5517486,22/01/2021 0:00,20.7,m,NA,66.2,NA,NA,NA,Zoletil/Xylazine,140,2.11,140,NA,NA,10.5,0.16,Rump,6,NA,39.3,N,20,NA,76,NA,NA,29,NA,NA,,,11,,46,,,,,,,7/07/2022,7/07/2022,7/07/2022,531,dead_shotother,NA,,,No
PC090,Darting,Tracy,WA,Northampton,-28.4481917,114.5517486,22/01/2021 0:00,20.5,f,Unknown,53.5,NA,NA,NA,Zoletil/Xylazine,120,2.24,120,NA,NA,9,0.17,Rump,5,NA,38.2,N,32,NA,64,NA,NA,34,NA,NA,,,12,,51,,,,,,,7/07/2022,7/07/2022,7/07/2022,531,dead_shotother,NA,,,Yes
PC091,Darting,Taylor,WA,Northampton,-28.4481917,114.5517486,22/01/2021 0:00,20.2,f,Unknown,49.8,NA,NA,NA,Zoletil/Xylazine,120,2.41,120,NA,NA,9,0.18,Rump,4,NA,38.7,N,24,NA,72,NA,NA,26,NA,NA,,,44,,74,,,,,,,,Unknown after 53 days,16/03/2021,,,NA,,,Yes
PC092,Darting,Tizzy,WA,Northampton,-28.4481917,114.5517486,22/01/2021 0:00,20.2,f,Unknown,36.2,NA,NA,NA,Zoletil/Xylazine,110,3.04,110,NA,NA,8,0.22,Rump,3,NA,38.7,N,24,NA,84,NA,NA,48,NA,NA,,,22,,73,,,,,,,,Unknown after 527 days,3/07/2022,,,NA,,,Yes
PC093,Darting,Billy,WA,Northampton,-28.4829931,114.54996,27/02/2021 0:00,19.5,m,NA,62.1,NA,NA,NA,Zoletil/Xylazine,180,2.9,180,NA,NA,13.5,0.22,Rump,8,"Light NA First dart at 05:47, and second dart at 06:12. ",37.7,N,24,NA,68,NA,NA,53,NA,NA,,,4,,65,,,,,,,,Unknown after NA44254 days,,,,NA,,,Yes
PC094,Darting,Bonny,WA,Northampton,-28.4829931,114.54996,27/02/2021 0:00,19.5,f,Unknown,53,NA,NA,NA,Zoletil/Xylazine,120,2.26,120,NA,NA,9,0.17,Rump,8,NA,38.2,N,20,NA,84,NA,NA,38,NA,NA,,,11,,57,,,,,,,2/03/2022,2/03/2022,2/03/2022,368,dead_shotother,NA,,,Yes
PC095,Darting,Wilson,WA,Northampton,-28.095041,114.5103192,1/05/2021 0:00,13,m,NA,80,Y,NA,NA,Zoletil/Xylazine,160,2,160,NA,NA,NA,NA,Rump,5,Medium NA collared whilst physical restraint. ,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,,,1,,22,,,,,,,1/12/2021,1/12/2021,1/12/2021,214,dead_shotother,NA,,,Yes
PC096,Darting,Wendy,WA,Northampton,-28.095041,114.5103192,1/05/2021 0:00,NA,f,Yes,70.8,NA,NA,NA,Zoletil/Xylazine,160,2.26,160,NA,NA,NA,NA,Rump,3,NA,38.4,N,32,NA,80,NA,NA,23,NA,NA,,,15,,41,,,,,,,3/03/2022,3/03/2022,3/03/2022,306,dead_shotother,NA,,,Yes
PC097,Darting,Wanda,WA,Northampton,-28.095041,114.5103192,1/05/2021 0:00,12.3,f,Unknown,80,Y,NA,NA,Zoletil/Xylazine,160,2,160,NA,NA,NA,NA,Rump,NA,Light NA Did not go fully recumbent. Physical restraint for collar and eartage. No measurement collected. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,3/03/2022,3/03/2022,3/03/2022,306,dead_shotother,NA,,,Yes
PC098,Darting,Whitney,WA,Northampton,-28.095041,114.5103192,1/05/2021 0:00,11.9,f,Unknown,80,Y,NA,NA,Zoletil/Xylazine,160,2,160,NA,NA,NA,NA,Rump,NA,Light NA Did not go fully recumbent. Physical restraint for collar and eartage. No measurement collected. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,,Unknown after 2 days,3/05/2021,,,NA,,,No
PC099,Darting,Tonya,WA,Northampton,-28.4554043,114.5704013,2/05/2021 0:00,11.6,f,Unknown,57,NA,NA,NA,Zoletil/Xylazine,150,2.63,150,NA,NA,NA,NA,Rump,10,NA,40.3,NA,32,NA,76,NA,NA,28,NA,NA,,,13,,51,,,,,,,,Unknown after 333 days,31/03/2022,,dead_unknown,NA,,,Yes
PC100,Darting,Teaks,WA,Northampton,-28.4554043,114.5704013,2/05/2021 0:00,11.4,f,Unknown,NA,No accurate mass,NA,NA,Zoletil/Xylazine,150,NA,150,NA,NA,NA,NA,Rump,7,"Medium NA Almost recumbent, but other pigs kept stirring her up, collared and ear tagged with a physical restraint. ",NA,NA,NA,NA,116,NA,NA,36,NA,NA,,,2,,45,,,,,,,,Unknown after 66 days,7/07/2021,,,NA,,,Yes
PC101,Darting,Tilly,WA,Northampton,-28.4554043,114.5704013,2/05/2021 0:00,11.4,f,Unknown,NA,No accurate mass,NA,NA,Zoletil/Xylazine,150,NA,150,NA,NA,11.25,NA,Rump,NA,"Light NA Did not fully go recumbent, other pigs kept stirring it up, collared and ear tagged with physical restraint. ",NA,NA,NA,NA,NA,NA,NA,88,NA,NA,,,4,,92,,,,,,,,Unknown after 530 days,14/10/2022,,,NA,,,Yes
PC102,Darting,Monster,WA,Northampton,-28.4631549,114.5659458,4/05/2021 0:00,18.2,m,NA,74,NA,NA,NA,Zoletil/Xylazine,240,3.24,240,NA,NA,18,0.24,Rump,5,NA,39.8,NA,24,NA,72,NA,NA,30,NA,NA,,,12,,47,,,,,,,,Unknown after 398 days,6/06/2022,,,NA,,,Yes
PC103,Darting,Mad Max,WA,Northampton,-28.4631549,114.5659458,4/05/2021 0:00,18.1,m,NA,NA,No accurate mass,NA,NA,Zoletil/Xylazine,200,NA,200,NA,NA,15,NA,Rump,3,NA,41,NA,44,NA,96,NA,NA,30,NA,NA,,,10,,43,,,,,,,,Unknown after 331 days,31/03/2022,,dead_shotother,NA,,,Yes
PC104,Darting,Magic Mike,WA,Northampton,-28.4631549,114.5659458,4/05/2021 0:00,17.9,m,NA,57.9,NA,NA,NA,Zoletil/Xylazine,200,3.45,200,NA,NA,15,0.26,Rump,4,NA,39.2,N,24,NA,84,NA,NA,34,NA,NA,,,15,,,,,,,,,,Unknown after 266 days,25/01/2022,,dead_unknown,NA,,,Yes
PC105,Darting,Muzz,WA,Northampton,-28.4631549,114.5659458,5/05/2021 0:00,17.9,m,NA,52.4,NA,NA,NA,Zoletil/Xylazine,200,3.82,200,NA,NA,15,0.29,Rump,4,NA,39.1,N,32,NA,84,NA,NA,27,NA,NA,,,32,,63,,,,,,,,Unknown after 264 days,24/01/2022,,,NA,,,Yes
PC106,Darting,Magna,WA,Northampton,-28.4631549,114.5659458,5/05/2021 0:00,17.7,f,Unknown,84.2,NA,NA,NA,Zoletil/Xylazine,240,2.85,240,NA,NA,18,0.21,Rump,4,NA,38.8,N,32,NA,80,NA,NA,27,NA,NA,,,11,,42,,,,,,,,Unknown after 161 days,13/10/2021,,,NA,,,Yes
PC107,Darting,Moony,WA,Northampton,-28.4631549,114.5659458,14/10/2021 0:00,14.4,m,NA,52.7,NA,NA,NA,Zoletil/Xylazine,160,3.04,160,NA,NA,NA,NA,Rump,5,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,,,NA,,,,,,,,,,Unknown after 49 days,2/12/2021,,dead_unknown,NA,,,Yes
PC108,Darting,Mud,WA,Northampton,-28.4631549,114.5659458,14/10/2021 0:00,14.4,m,NA,57,NA,NA,NA,Zoletil/Xylazine,160,2.81,160,NA,NA,12,0.21,Rump,3,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,,,4,,65,,,,,,,7/03/2022,7/03/2022,7/03/2022,144,dead_shotother,NA,,,Yes
PC109,Darting,McCartney,WA,Northampton,-28.4631549,114.5659458,14/10/2021 0:00,14.4,m,NA,62,NA,NA,NA,Zoletil/Xylazine,160,2.58,160,NA,NA,12,0.19,Rump,12,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,,,2,,38,,,,,,,7/03/2022,7/03/2022,7/03/2022,144,dead_shotother,NA,,,Yes
PC110,Darting,Cheech,WA,Northampton,-28.073295,114.5892294,2/02/2023 0:00,24.3,m,NA,75,NA,NA,NA,Zoletil/Xylazine,340,4.53,340,NA,NA,25.5,0.34,Rump,53,NA,41.5,NA,NA,NA,NA,NA,NA,31,NA,NA,,,19,,103,,,,,,,,Unknown after 46 days,20/03/2023,,,NA,,,Yes
PC111,Darting,Chong,WA,Northampton,-28.073295,114.5892294,2/02/2023 0:00,24.3,f,Unknown,75,NA,NA,NA,Zoletil/Xylazine,340,4.53,340,NA,NA,25.5,0.34,Rump,51,NA,41,NA,NA,NA,NA,NA,NA,20,NA,NA,,,19,,90,,,,,,,,Unknown after 47 days,21/03/2023,,,NA,,,No
PC112,Darting,Tim,WA,Northampton,-28.0936703,114.5058308,2/02/2023 0:00,24.8,m,NA,48,NA,NA,NA,Zoletil/Xylazine,140,2.92,140,NA,NA,10.5,0.22,Rump,10,NA,37.1,N,NA,NA,NA,NA,NA,35,NA,NA,,,13,,58,,,,,,,13/03/2025,13/03/2025,13/03/2025,770,dead_shotother,NA,,,Yes
PC113,Darting,Ted,WA,Northampton,-28.0936703,114.5058308,2/02/2023 0:00,24.8,m,NA,47.5,NA,NA,NA,Zoletil/Xylazine,140,2.95,140,NA,NA,10.5,0.22,Rump,10,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,,,20,,65,,,,,,,,Unknown after 148 days,30/06/2023,,,NA,,,Yes
PC114,Darting,Tara,WA,Northampton,-28.0936703,114.5058308,2/02/2023 0:00,24.8,f,Unknown,49,NA,NA,NA,Zoletil/Xylazine,140,2.86,140,NA,NA,10.5,0.21,Rump,8,NA,39.6,N,NA,NA,NA,NA,NA,23,NA,NA,,,25,,56,,,,,,,22/03/2023,22/03/2023,22/03/2023,48,dead_shotother,NA,,,Yes
PC115,Darting,Yada,WA,Northampton,-28.187176,114.527929,20/03/2023 0:00,18.4,m,NA,71,NA,NA,NA,Zoletil/Xylazine,290,4.08,290,NA,NA,4.2,0.06,Rump,35,"Light NA Recumbant @ 0650 but still alert, Challenged @ 0701 became responsive, Administered top up at 0709.",39.6,N,20,NA,56,NA,NA,21,NA,NA,,,38,,94,,,,,,,23/03/2023,23/03/2023,NA,3,dead_shotother,NA,,,No
PC116,Darting,Jo,WA,Toodyay,-31.517604,116.417013,24/05/2023 0:00,15.3,f,Unknown,51,NA,NA,NA,Zoletil/Xylazine,150,2.94,150,NA,NA,11.25,0.22,Rump,3,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,,,2,,55,,,,,,,6/07/2024,6/07/2024,6/07/2024,409,dead_shotother,NA,,Deliberate overdose to 70kg,No
PC117,Darting,Moondyne,WA,Toodyay,-31.517604,116.417013,24/05/2023 0:00,15.3,m,NA,57,NA,NA,NA,Zoletil/Xylazine,150,2.63,150,NA,NA,11.25,0.2,Rump,6,NA,37.2,N,28,NA,72,NA,NA,42,NA,NA,,,4,,52,,,,,,,21/06/2024,21/06/2024,21/06/2024,394,dead_shotother,NA,,Deliberate overdose to 70kg,No
PC124,Darting,Charming,WA,Gascoyne,-25.031003,117.451594,24/08/2018 0:00,13.9,f,Unknown,75,NA,NA,NA,Zoletil/Xylazine,100,1.33,100,NA,NA,7.5,0.1,Rump,2,NA,38.5,N,51,NA,51,NA,NA,40,NA,NA,,,65,,107,,,,,,,,Unknown after NA43336 days,,,,NA,,,Yes
PC125,Darting,Clouty,WA,Gascoyne,-25.02349722,117.4656778,27/07/2018 0:00,NA,m,NA,NA,No accurate mass,NA,NA,Zoletil/Xylazine,100,NA,100,NA,NA,7.5,NA,Rump,2,NA,38.4,N,42,NA,60,NA,NA,66,NA,NA,,,3,,71,,,,,,,,Unknown after NA43308 days,,,,NA,,,Yes
PC126,Darting,Cornish Pasty,WA,Gascoyne,-25.02349722,117.4656778,28/06/2018 0:00,NA,f,Unknown,NA,No accurate mass,NA,NA,Zoletil/Xylazine,120,NA,120,NA,NA,9,NA,Rump,2,NA,39.9,NA,42,NA,75,NA,NA,103,NA,NA,,,8,,113,,,,,,,,Unknown after NA43279 days,,,,NA,,,Yes
PC127,Darting,Croissont,WA,Gascoyne,-25.02349722,117.4656778,26/04/2018 0:00,NA,f,Unknown,NA,No accurate mass,NA,NA,Zoletil/Xylazine,100,NA,100,NA,NA,7.5,NA,Rump,2,NA,37.1,N,39,NA,NA,NA,NA,62,NA,NA,,,NA,,7,,,,,,,,Unknown after NA43216 days,,,,NA,,,Yes
SC01,Manual,Bingara Collared Pig 1,NSW,Bingara,-29.749766,150.485982,12/02/2025 6:35,21,m,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,N,NA,NA,NA,12/02/2025 6:47,12/02/2025 6:54,6.97,NA,NA,NA,NA,NA,0:19:28,19.47,0,,17,,,,,NA,,,alive,NA,,,
SC02,Manual,Bingara Collared Pig 2,NSW,Bingara,-29.749766,150.485982,12/02/2025 6:35,21,f,lactating,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,N,NA,NA,NA,12/02/2025 6:55,12/02/2025 7:02,7.52,NA,NA,NA,NA,NA,0:27:36,27.6,0,,17,,,,,NA,,,alive,NA,,,
SC03,Manual,Bingara Collared Pig 3,NSW,Bingara,-29.749766,150.485982,12/02/2025 6:35,21,f,pregnant,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,N,NA,NA,NA,12/02/2025 7:03,12/02/2025 7:07,4.1,NA,NA,NA,NA,NA,0:32:40,32.67,0,,17,,,,,NA,,,alive,NA,,,
SC04,Manual,Bingara Collared Pig 4,NSW,Bingara,-29.749766,150.485982,12/02/2025 6:35,22,m,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,Y,NA,NA,NA,12/02/2025 7:09,12/02/2025 7:15,6.07,NA,NA,NA,NA,NA,0:40:04,40.07,1,,17,,,,,NA,,,alive,NA,,"11.12 minutes handling for the second time; body temperature second handling: 39.7. Collar was too lose, left the animal in trap to cool down, poured water over body. Came back 20minutes later. Once collar fitted again, left the animal in trap with door open after cooling down with water over body. ",
SC05,Manual,Bingara Collared Pig 5,NSW,Bingara,-29.751488,150.486046,12/02/2025 7:22,20,m,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,N,NA,NA,NA,12/02/2025 7:35,12/02/2025 7:38,2.98,NA,NA,NA,NA,NA,0:16:36,16.6,0,,1,,,,,NA,,,alive,NA,,,
SC06,Manual,Bingara Collared Pig 6,NSW,Bingara,-29.749701,150.488725,11/02/2025 6:38,21,f,lactating,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,N,NA,NA,NA,11/02/2025 6:52,11/02/2025 6:57,4.83,NA,NA,NA,NA,NA,0:19:21,19.35,0,,14,,,,,NA,,,alive,NA,,,
SC07,Manual,Bingara Collared Pig 7,NSW,Bingara,-29.749701,150.488725,11/02/2025 6:38,21,m,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,N,NA,NA,NA,11/02/2025 6:58,11/02/2025 7:06,7.3,NA,NA,NA,NA,NA,0:28:12,28.2,1,small amount of blood on the snout upon arrival,14,,,,,NA,,,alive,NA,,,
SC08,Manual,Bingara Collared Pig 8,NSW,Bingara,-29.757562,150.480041,13/02/2025 6:54,21,m,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,N,NA,NA,NA,13/02/2025 7:11,13/02/2025 7:14,3.65,NA,NA,NA,NA,NA,0:20:46,20.77,0,,15,,,,,NA,,,alive,NA,,,
SC09,Manual,Bingara Collared Pig 9,NSW,Bingara,-29.757562,150.480041,13/02/2025 6:54,21,f,lactating,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,N,NA,NA,NA,13/02/2025 7:17,13/02/2025 7:34,17,NA,NA,NA,NA,NA,0:40:05,40.08,1,ear bleeding from the DNA sampling,15,,,,,NA,,,alive,NA,,"collar was too large, took a bit of time to punch new holes",
