ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: Xylazine (mg/kg),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,Induction duration (min:sec),Induction duration (min),Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min:sec),Handling duration (min),Time standing,Recovery duration (min:sec),Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,mortality,Collar end date,Capture-death duration,Collar shed,fate,notes_on_collar_recovery,notes_on_capture,Doses,Collar data,,,,,,,,,
PC100,Darting,Teaks,WA,Northampton,-28.4554043,114.5704013,5/2/2021,11.4,F,Unknown,-,No accurate mass,,,Zoletil/Xylazine,150.00,#DIV/0!,150.00,#DIV/0!,-,-,-,-,Rump,,7.00,"Medium - Almost recumbent, but other pigs kept stirring her up, collared and ear tagged with a physical restraint. ",-,,,,116,,,36:00,36.00,,,,2.00,,45.00,,,,,,,Unknown after 66 days,7/7/2021,,66.00,,,,1,Yes,,,,,,,,,
PC101,Darting,Tilly,WA,Northampton,-28.4554043,114.5704013,5/2/2021,11.4,F,Unknown,-,No accurate mass,,,Zoletil/Xylazine,150.00,#DIV/0!,150.00,#DIV/0!,-,-,11.25,#DIV/0!,Rump,,-,"Light - Did not fully go recumbent, other pigs kept stirring it up, collared and ear tagged with physical restraint. ",-,,,,,,,28:00,88.00,,,,4.00,,92.00,,,,,,,Unknown after 530 days,10/14/2022,,530.00,,,,1,Yes,,,,,,,,,
PC102,Darting,Monster,WA,Northampton,-28.4631549,114.5659458,5/4/2021,18.2,M,-,74.00,,,,Zoletil/Xylazine,240.00,3.24,240.00,3.24,-,-,18.00,0.24,Rump,,5.00,,39.8,,24,,72,,,30:00,30.00,,,,12.00,,47.00,,,,,,,Unknown after 398 days,6/6/2022,,398.00,,,,1,Yes,,,,,,,,,
PC103,Darting,Mad Max,WA,Northampton,-28.4631549,114.5659458,5/4/2021,18.1,M,-,-,No accurate mass,,,Zoletil/Xylazine,200.00,#DIV/0!,200.00,#DIV/0!,-,-,15.00,#DIV/0!,Rump,,3.00,,41,,44,,96,,,30:00,30.00,,,,10.00,,43.00,,,,,,,Unknown after 331 days,3/31/2022,,331.00,Shot,,,1,Yes,,,,,,,,,
PC104,Darting,Magic Mike,WA,Northampton,-28.4631549,114.5659458,5/4/2021,17.9,M,-,57.90,,,,Zoletil/Xylazine,200.00,3.45,200.00,3.45,-,-,15.00,0.26,Rump,,4.00,,39.2,N,24,,84,,,34:00,34.00,,,,15.00,,,,,,,,,Unknown after 266 days,1/25/2022,,266.00,Unknown,,,1,Yes,,,,,,,,,
PC105,Darting,Muzz,WA,Northampton,-28.4631549,114.5659458,5/5/2021,17.9,M,-,52.40,,,,Zoletil/Xylazine,200.00,3.82,200.00,3.82,-,-,15.00,0.29,Rump,,4.00,,39.1,N,32,,84,,,27:00,27.00,,,,32.00,,63.00,,,,,,,Unknown after 264 days,1/24/2022,,264.00,,,,1,Yes,,,,,,,,,
PC106,Darting,Magna,WA,Northampton,-28.4631549,114.5659458,5/5/2021,17.7,F,Unknown,84.20,,,,Zoletil/Xylazine,240.00,2.85,240.00,2.85,-,-,18.00,0.21,Rump,,4.00,,38.8,N,32,,80,,,27:00,27.00,,,,11.00,,42.00,,,,,,,Unknown after 161 days,10/13/2021,,161.00,,,,1,Yes,,,,,,,,,
PC107,Darting,Moony,WA,Northampton,-28.4631549,114.5659458,10/14/2021,14.4,M,-,52.70,,,,Zoletil/Xylazine,160.00,3.04,160.00,3.04,-,-,-,-,Rump,,5.00,,-,,,,,,,47:00,47.00,,,,-,,,,,,,,,Unknown after 49 days,12/2/2021,,49.00,Unknown,,,1,Yes,,,,,,,,,
PC108,Darting,Mud,WA,Northampton,-28.4631549,114.5659458,10/14/2021,14.4,M,-,57.00,,,,Zoletil/Xylazine,160.00,2.81,160.00,2.81,-,-,12.00,0.21,Rump,,3.00,,-,,,,,,,58:00,58.00,,,,4.00,,65.00,,,,,,,3/7/2022,3/7/2022,144.00,,Shot,,,1,Yes,,,,,,,,,
PC109,Darting,McCartney,WA,Northampton,-28.4631549,114.5659458,10/14/2021,14.4,M,-,62.00,,,,Zoletil/Xylazine,160.00,2.58,160.00,2.58,-,-,12.00,0.19,Rump,,12.00,,-,,,,,,,24:00,24.00,,,,2.00,,38.00,,,,,,,3/7/2022,3/7/2022,144.00,,Shot,,,1,Yes,,,,,,,,,
PC110,Darting,Cheech,WA,Northampton,-28.073295,114.5892294,2/2/2023,24.3,M,-,75.00,,,,Zoletil/Xylazine,340.00,4.53,340.00,4.53,-,-,25.50,0.34,Rump,,53.00,,41.5,,,,,,,31:00,31.00,,,,19.00,,103.00,,,,,,,Unknown after 46 days,3/20/2023,,46.00,,,,2,Yes,,,,,,,,,
PC111,Darting,Chong,WA,Northampton,-28.073295,114.5892294,2/2/2023,24.3,F,Unknown,75.00,,,,Zoletil/Xylazine,340.00,4.53,340.00,4.53,-,-,25.50,0.34,Rump,,51.00,,41,,,,,,,20:00,20.00,,,,19.00,,90.00,,,,,,,Unknown after 47 days,3/21/2023,,47.00,,,,2,No - data missing,,,,,,,,,
PC112,Darting,Tim,WA,Northampton,-28.0936703,114.5058308,2/2/2023,24.8,M,-,48.00,,,,Zoletil/Xylazine,140.00,2.92,140.00,2.92,-,-,10.50,0.22,Rump,,10.00,,37.1,N,,,,,,35:00,35.00,,,,13.00,,58.00,,,,,,,3/13/2025,3/13/2025,770.00,,Shot,,,1,Yes,,,,,,,,,
PC113,Darting,Ted,WA,Northampton,-28.0936703,114.5058308,2/2/2023,24.8,M,-,47.50,,,,Zoletil/Xylazine,140.00,2.95,140.00,2.95,-,-,10.50,0.22,Rump,,10.00,,-,,,,,,,35:00,35.00,,,,20.00,,65.00,,,,,,,Unknown after 148 days,6/30/2023,,148.00,,,,1,Yes,,,,,,,,,
PC114,Darting,Tara,WA,Northampton,-28.0936703,114.5058308,2/2/2023,24.8,F,Unknown,49.00,,,,Zoletil/Xylazine,140.00,2.86,140.00,2.86,-,-,10.50,0.21,Rump,,8.00,,39.6,N,,,,,,23:00,23.00,,,,25.00,,56.00,,,,,,,3/22/2023,3/22/2023,48.00,,Shot,,,1,Yes,,,,,,,,,
PC115,Darting,Yada,WA,Northampton,-28.187176,114.527929,3/20/2023,18.4,M,-,71.00,,,,Zoletil/Xylazine,290.00,4.08,290.00,4.08,-,-,4.20,0.06,Rump,,35.00,"Light - Recumbant @ 0650 but still alert, Challenged @ 0701 became responsive, Administered top up at 0709.",39.6,N,20,,56,,,21:00,21.00,,,,38.00,,94.00,,,,,,,3/23/2023,-,3.00,,Shot,,,2,No - data missing,,,,,,,,,
PC116,Darting,Jo,WA,Toodyay,-31.517604,116.417013,5/24/2023,15.3,F,Unknown,51.00,,,,Zoletil/Xylazine,150.00,2.94,150.00,2.94,-,-,11.25,0.22,Rump,,3.00,,-,,,,,,,50:00,50.00,,,,2.00,,55.00,,,,,,,7/6/2024,7/6/2024,409.00,,Shot,,Deliberate overdose to 70kg,1,No - data missing,,,,,,,,,
PC117,Darting,Moondyne,WA,Toodyay,-31.517604,116.417013,5/24/2023,15.3,M,-,57.00,,,,Zoletil/Xylazine,150.00,2.63,150.00,2.63,-,-,11.25,0.20,Rump,,6.00,,37.2,N,28,,72,,,42:00,42.00,,,,4.00,,52.00,,,,,,,6/21/2024,6/21/2024,394.00,,Shot,,Deliberate overdose to 70kg,1,No - data missing,,,,,,,,,
PC124,Darting,Charming,WA,Gascoyne,-25.031003,117.451594,8/24/2018,13.9,F,Unknown,75.00,,,,Zoletil/Xylazine,100.00,1.33,100.00,1.33,-,-,7.50,0.10,Rump,,2.00,,38.5,N,51,,51,,,40:00,40.00,,,,65.00,,107.00,,,,,,,Unknown after -43336 days,,,,,,,1,Yes,,,,,,,,,
PC125,Darting,Clouty,WA,Gascoyne,-25.02349722,117.4656778,7/27/2018,,M,-,-,No accurate mass,,,Zoletil/Xylazine,100.00,#DIV/0!,100.00,#DIV/0!,-,-,7.50,#DIV/0!,Rump,,2.00,,38.4,N,42,,60,,,06:00,66.00,,,,3.00,,71.00,,,,,,,Unknown after -43308 days,,,,,,,1,Yes,,,,,,,,,
PC126,Darting,Cornish Pasty,WA,Gascoyne,-25.02349722,117.4656778,6/28/2018,,F,Unknown,-,No accurate mass,,,Zoletil/Xylazine,120.00,#DIV/0!,120.00,#DIV/0!,-,-,9.00,#DIV/0!,Rump,,2.00,,39.9,,42,,75,,,43:00,103.00,,,,8.00,,113.00,,,,,,,Unknown after -43279 days,,,,,,,1,Yes,,,,,,,,,
PC127,Darting,Croissont,WA,Gascoyne,-25.02349722,117.4656778,4/26/2018,,F,Unknown,-,No accurate mass,,,Zoletil/Xylazine,100.00,#DIV/0!,100.00,#DIV/0!,-,-,7.50,#DIV/0!,Rump,,2.00,,37.1,N,39,,,,,02:00,62.00,,,,-,,7.00,,,,,,,Unknown after -43216 days,,,,,,,1,Yes,,,,,,,,,
